,Keywords,title,company,Dominant_Topic,Topic_Perc_Contrib
2382,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Data Scientist,BPI/MS Insurance Corporation,Data Engineering,2.1085
2383,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",[JE] Data Scientist (Permanent),"EPS STAFFING SERVICE GROUP, INC.",Data Storytelling,3.172
2384,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",[JE] Data Scientist (Permanent),"EPS STAFFING SERVICE GROUP, INC.",Modelling/Analysis,3.335
2385,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Managed Service Delivery Associate,MSCI Hong Kong Limited,Modelling/Analysis,0.3108
2386,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Google Analytics Officer,AXA Philippines,Modelling/Analysis,1.5995
2387,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer (project-based),Energy Development Corporation,Modelling/Analysis,2.512
2388,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",[JE] Data Scientist (Permanent),"EPS STAFFING SERVICE GROUP, INC.",Modelling/Analysis,1.6426
2389,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer,Computer Professionals Inc.,Modelling/Analysis,1.7576
2390,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Finance Data Analyst,Lexmark Research & Development Corporation,Modelling/Analysis,1.2362
2391,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analyst,MSCI Hong Kong Limited,Modelling/Analysis,3.007
2392,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",ESG Controversies Senior Associate - Mandarin Language Specialist,MSCI Hong Kong Limited,Modelling/Analysis,2.6657
2393,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analyst,MSCI Hong Kong Limited,Modelling/Analysis,1.0664
2394,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web","ESG Ratings Associate (Banking, Financial Services, & Insurance)",MSCI Hong Kong Limited,Data Engineering,0.4209
2395,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Data Analytics Manager (EH 1969),Accenture,Data Storytelling,4.48
2396,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",DATA ANALYST,"Information Professionals, Inc.",Modelling/Analysis,1.6426
2397,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst - Implementation,MicroSourcing,Modelling/Analysis,0.4853
2398,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst - Implementation,MicroSourcing,Modelling/Analysis,1.2448
2399,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Analytics Professionals (Intermediate to Managerial level),"VCC Link, Inc.",Modelling/Analysis,1.2448
2400,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst - Implementation,MicroSourcing,Modelling/Analysis,1.7061
2401,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analyst (with SQL experience),Entain,Modelling/Analysis,0.392
2402,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Programmer Analyst - SAS/R Programming/Tableau experience,PPD Philippines,Modelling/Analysis,0.392
2403,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Urban planner,WalterMart Community Malls,Modelling/Analysis,1.5148
2404,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,0.3658
2405,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,3.335
2406,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer,"Indra Philippines, Inc.",Modelling/Analysis,0.3108
2407,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer - Homebased,"Sysgen RPO, Inc.",Modelling/Analysis,1.5995
2408,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Statistical Reporting Developer,Arch Global Services (Philippines) Inc. (Main Office),Modelling/Analysis,2.512
2409,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Technical Manager - Data Engineer (Python, Django, Flask and Big Data)","Novare Technologies, Inc.",Modelling/Analysis,0.392
2410,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Manual Tester,Nityo Infotech Services Philippines Inc.,Data Storytelling,3.172
2411,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member","Data Management Specialist (SAS, SQL)","IQVIA SOLUTIONS OPERATIONS CENTER PHILIPPINES, INC.",Data Storytelling,3.172
2412,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Data Management Specialist (SAS, SQL)","IQVIA SOLUTIONS OPERATIONS CENTER PHILIPPINES, INC.",Modelling/Analysis,1.1075
2413,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Hiring! ReactJS Developer (WFH),Collabera Technologies Private Limited Inc.,Data Engineering,0.3688
2414,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist - Urgent!,"LBC Express, Inc.",Modelling/Analysis,0.3102
2415,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",SeaMoney - KYC Onboarding Operations Team Lead,Shopee Philippines Inc.,Data Engineering,0.3688
2416,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,1.4576
2417,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,0.6133
2418,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Technical Analyst - AI/ML (Python),Oracle Corporation,Modelling/Analysis,0.7858
2419,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Operations Analyst,Company Confidential,Modelling/Analysis,1.9915
2420,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,0.3605
2421,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",HR Training Specialist - Instructional Design,"Smart Communications, Inc.",Modelling/Analysis,1.6426
2422,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Commission Officer,"Smart Communications, Inc.",Data Storytelling,4.48
2423,"marketing, update, evaluation, resolve, message, budgetsimprove, predict, aggregateqa, activitiesbuild, kpis_forecast",Commission Officer,"Smart Communications, Inc.",Business Application,16.4553
2424,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Commission Officer,"Smart Communications, Inc.",Modelling/Analysis,4.5739
2425,"marketing, update, evaluation, resolve, message, budgetsimprove, predict, aggregateqa, activitiesbuild, kpis_forecast",Commission Officer,"Smart Communications, Inc.",Business Application,16.4653
2426,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Commission Officer,"Smart Communications, Inc.",Modelling/Analysis,0.1839
2427,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Marketing Copywriter,Resource Solutions Global Service Centre (Philippines) Inc.,Modelling/Analysis,3.1528
2428,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Modelling/Analysis,3.1901
2429,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Business Insights Manager - TaskUs Cavite,TaskUs,Modelling/Analysis,2.5236
2430,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,4.0244
2431,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Urban planner,WalterMart Community Malls,Modelling/Analysis,0.4115
2432,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Environmental Engineer/Officer,"DM Consunji, Inc.",Modelling/Analysis,3.0863
2433,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Urban planner,WalterMart Community Malls,Modelling/Analysis,2.115
2434,"marketing, update, evaluation, resolve, message, budgetsimprove, predict, aggregateqa, activitiesbuild, kpis_forecast",Data Acquisition and Management Analyst,"Refinitiv, an LSEG business",Business Application,2.4927
2435,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Manual Tester,Nityo Infotech Services Philippines Inc.,Modelling/Analysis,1.1511
2436,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Modelling/Analysis,1.1511
2437,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Analyst II Products and Sales Data - (21009439),Emerson Electric Asia Ltd. ROHQ,Modelling/Analysis,0.9466
2438,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",AI Developer (Machine Learning),Accenture,Modelling/Analysis,1.9451
2439,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Software Developer / Data Analyst / Technical Support,Toolkit Inc.,Modelling/Analysis,1.3929
2440,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Modelling/Analysis,3.0863
2441,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Modelling/Analysis,1.2259
2442,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer / Architect (BI/DWH/Cloud Projects),Cobden & Carter International,Modelling/Analysis,1.555
2443,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analyst (Enterprise Data Warehousing),"TELUS International Philippines, Inc.",Modelling/Analysis,3.0863
2444,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Salesforce Developer,"Lingaro (Philippines), Inc.",Modelling/Analysis,1.7647
2445,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Architecture Principles,Accenture,Modelling/Analysis,5.3736
2446,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Modelling/Analysis,0.4622
2447,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst,SimpleTrade Online Shop,Modelling/Analysis,4.9517
2448,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Management Specialist (Advanced MS Excel),Emerson Electric Asia Ltd. ROHQ,Modelling/Analysis,0.7864
2449,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Assoc Programmer Analyst/Programmer Analyst - SAS; Statistics Grads 2020 & 2021,PPD Philippines,Modelling/Analysis,1.3394
2450,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Modelling/Analysis,0.8955
2451,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Operations Analyst,Home Credit Philippines,Modelling/Analysis,1.7061
2452,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Business Intelligence (BI) Developer/Analyst,World Vision International,Modelling/Analysis,1.7613
2453,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Salesforce Campaigns Specialist,AXA Philippines,Modelling/Analysis,1.4942
2454,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",ROHQ - FRSS - Data Management Analyst (Officer/C09)1 - (21261715),Citibank N.A. ROHQ,Modelling/Analysis,1.0944
2455,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Salesforce Campaigns Specialist,AXA Philippines,Modelling/Analysis,2.1703
2456,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Urban planner,WalterMart Community Malls,Modelling/Analysis,3.4449
2457,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Sr. Business Analytics Manager,Stark Asia Solutions Inc.,Modelling/Analysis,1.6243
2458,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Speech Business Analyst - CUBAO,Alorica Philippines,Modelling/Analysis,0.8054
2459,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Speech Business Analyst - CUBAO,Alorica Philippines,Modelling/Analysis,0.7864
2460,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Trade Marketing Analyst,Pioneer Adhesives Inc. (formerly Republic Chemical Industries Inc.),Modelling/Analysis,0.9819
2461,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,EMAPTA,Modelling/Analysis,0.3658
2462,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,0.3658
2463,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Microsoft Advanced Analytics | up to 80,000 Joining Bonus*",Accenture,Modelling/Analysis,0.3658
2464,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data / Report Analyst,"Ayala Group Club, Inc.",Modelling/Analysis,0.3658
2465,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,1.8944
2466,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Research Analyst (Business Courses Only),Factset Philippines Inc.,Data Storytelling,3.172
2467,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Data Analytics Support (Business Analytics),Asticom Technology Inc,Data Storytelling,3.172
2468,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Capture Operator for Bacolod (Filmetrics Corporation),Jora,Modelling/Analysis,2.5236
2469,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Data Capture Operator for Tagum area (Filmetrics Corporation),Jora,Data Storytelling,4.48
2470,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,3.0863
2471,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,5.0569
2472,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,4.6479
2473,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Capture Operator for General Santos City area (Filmetrics Corporation),Jora,Modelling/Analysis,3.8604
2474,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,2.8599
2475,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Speech Business Analyst - CUBAO,Alorica Philippines,Modelling/Analysis,1.3942
2476,"marketing, update, evaluation, resolve, message, budgetsimprove, predict, aggregateqa, activitiesbuild, kpis_forecast",Speech Business Analyst - CUBAO,Alorica Philippines,Business Application,16.4553
2477,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Production Shared Services Associate (EMEA),MSCI Hong Kong Limited,Modelling/Analysis,0.9591
2478,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Equity Analytics Production Associate,MSCI Hong Kong Limited,Modelling/Analysis,4.9517
2479,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Equity Analytics Production Associate,MSCI Hong Kong Limited,Modelling/Analysis,0.1839
2480,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",PowerBI Sr. Data Analyst,DB Schenker Global Services Asia Pacific Inc.,Modelling/Analysis,1.2004
2481,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Business Analytics Manager (CF 2678),Accenture,Data Engineering,0.3688
2482,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Data Analyst,Fruitas Holdings Incorporated,Data Engineering,0.3688
2483,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Associate Business Analytics Specialist (Quezon City)  gaj,"John Clements Consultants, Inc.",Data Engineering,0.3688
2484,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Operations Advisor,"TeleTech Customer Care Management Phils., Inc.",Modelling/Analysis,0.3801
2485,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst,TRANSEC BPO SOLUTIONS INC.,Modelling/Analysis,0.3801
2486,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Research Analyst - Industry Analysis,China Banking Corporation (CBC),Modelling/Analysis,2.1428
2487,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Climate Projects Senior Associate,MSCI Hong Kong Limited,Modelling/Analysis,2.8917
2488,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer (Big Data| Work from home),YONDU INC.,Modelling/Analysis,0.6612
2489,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Python Developer (WFH),Cloudstaff Philippines Inc.,Modelling/Analysis,1.5713
2490,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Automation Analyst,TMF Philippines Inc,Modelling/Analysis,3.1762
2491,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Automation Analyst,TMF Philippines Inc,Modelling/Analysis,3.1762
2492,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer (Big Data| Work from home),YONDU INC.,Modelling/Analysis,5.3736
2493,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Index Production Lead - Manila (Vice President),MSCI Hong Kong Limited,Modelling/Analysis,2.1839
2494,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Web | Lead Researcher,"LegalMatch Philippines, Inc.",Modelling/Analysis,3.1762
2495,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",WW Partner Data Quality Analyst,Lexmark Research & Development Corporation,Data Engineering,0.954
2496,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Data Integration Developer,"B-eye Solutions Business Intelligence, Inc.",Modelling/Analysis,10.8837
2497,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",SAS Developer,"Indra Philippines, Inc.",Modelling/Analysis,5.3411
2498,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Data Encoder (Calamba, Laguna Area)","ePDS, Incorporated",Modelling/Analysis,10.8837
2499,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Climate Projects Senior Associate,MSCI Hong Kong Limited,Modelling/Analysis,2.0085
2500,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Full Stack Developer (Python),"Sysgen RPO, Inc.",Modelling/Analysis,0.3801
2501,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Research Scientist,"Cargill Philippines, Inc.",Modelling/Analysis,0.6471
2502,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",CRM Analyst,Home Credit Philippines,Modelling/Analysis,0.6471
2503,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",DATA ENGINEER (ETL/SQL) - BGC (WFH) - DAYSHIFT,Collabera Technologies Private Limited Inc.,Modelling/Analysis,1.2939
2504,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Business Intelligence Developer,CITCO INTERNATIONAL SUPPORT SERVICES LIMITED-PHILIPPINE ROHQ,Modelling/Analysis,0.6471
2505,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",GTM Business Analyst,RingCentral,Modelling/Analysis,0.3812
2506,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Senior Data Analytics | Python and R Programming | With Signing Bonus* (EH 1917),Accenture,Data Storytelling,3.172
2507,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Risk Analyst,Kambi Philippines Inc.,Data Storytelling,3.172
2508,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Management Office - Senior Manager,AXA Philippines,Modelling/Analysis,1.259
2509,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Digital and Performance Marketing Analytics Lead,800 FITNESS WEST TO EAST CORPORATION,Modelling/Analysis,1.8706
2510,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Maximo APM / IoT Analytics / Watson AI Senior Consultant,EY GDS (CS) PHILIPPINES INC.,Modelling/Analysis,1.6426
2511,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Operations Analytics,Company Confidential,Modelling/Analysis,0.3658
2512,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analyst,World Vision International,Modelling/Analysis,0.4186
2513,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Research Analyst,Acumu Consultants Inc.,Modelling/Analysis,3.047
2514,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Data & Analytics BI Developer,"IQ-EQ (Philippines), Inc.",Modelling/Analysis,0.9466
2515,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",GCP Data Engineer,"TELUS International Philippines, Inc.",Data Storytelling,3.172
2516,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Data Analyst - HR,ITBD,Data Storytelling,3.172
2517,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data & Report Analyst,"Nearsol Philippines, Inc.",Modelling/Analysis,2.3814
2518,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Risk Analyst,Kambi Philippines Inc.,Modelling/Analysis,0.392
2519,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Business/Client Risk Report Development Associate,MSCI Hong Kong Limited,Data Storytelling,3.172
2520,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Trainee Data Analyst (Open to Graduate),Freedom Property Investors,Modelling/Analysis,0.6176
2521,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,EMAPTA,Modelling/Analysis,0.677
2522,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Statistical Reporting Developer,Arch Global Services (Philippines) Inc. (Main Office),Modelling/Analysis,0.677
2523,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Sr. Business Analyst,Aspiree Inc.,Modelling/Analysis,0.677
2524,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Risk Analyst,Kambi Philippines Inc.,Modelling/Analysis,0.677
2525,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Analyst - (45245),"Aon Insurance and Reinsurance Brokers Philippines, Inc",Modelling/Analysis,0.677
2526,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",SeaMoney - Business Intelligence Lead,Shopee Philippines Inc.,Modelling/Analysis,0.7858
2527,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer,Universal Robina Corporation,Modelling/Analysis,2.0139
2528,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Clinical Data Redaction/Anonymization Specialist,MicroSourcing,Data Storytelling,3.172
2529,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,0.3812
2530,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Business Intelligence Analyst,RingCentral,Modelling/Analysis,0.6345
2531,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Research and Development Coordinator URGENT!,Alliance in Motion Global Incorporated,Modelling/Analysis,0.3812
2532,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",User Experience Research Coordinator- BGC Site,INFOSYS BPM LIMITED Philippine Branch,Modelling/Analysis,2.3195
2533,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Analytics Associate Director (Early Morning Shift),RingCentral,Modelling/Analysis,0.3658
2534,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst- IT Fresh Grads are Welcome to Apply,ETICA Group Pty ltd,Modelling/Analysis,0.7858
2535,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Metrics and Reports Analyst,Viventis Search Asia,Modelling/Analysis,6.9965
2536,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Statistical Reporting Developer,Arch Global Services (Philippines) Inc. (Main Office),Modelling/Analysis,7.1054
2537,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analyst,World Vision International,Modelling/Analysis,1.9451
2538,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Research Analyst,Acumu Consultants Inc.,Modelling/Analysis,0.7858
2539,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Data & Analytics BI Developer,"IQ-EQ (Philippines), Inc.",Modelling/Analysis,0.7858
2540,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",GCP Data Engineer,"TELUS International Philippines, Inc.",Data Engineering,0.7416
2541,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst - HR,ITBD,Modelling/Analysis,4.1748
2542,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Data & Report Analyst,"Nearsol Philippines, Inc.",Data Engineering,2.5895
2543,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Accounting Associate- CCLEC (Cebu),METRO PACIFIC TOLLWAYS CORP.,Data Storytelling,3.4276
2544,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",REACT JS SOFTWARE DEVELOPER,"Information Professionals, Inc.",Modelling/Analysis,0.7858
2545,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",REACT JS SOFTWARE DEVELOPER,"Information Professionals, Inc.",Modelling/Analysis,0.7458
2546,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,EMAPTA,Modelling/Analysis,3.1528
2547,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Statistical Reporting Developer,Arch Global Services (Philippines) Inc. (Main Office),Modelling/Analysis,0.7858
2548,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Sr. Business Analyst,Aspiree Inc.,Modelling/Analysis,1.7583
2549,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Contract Management Specialist,"IQVIA SOLUTIONS OPERATIONS CENTER PHILIPPINES, INC.",Modelling/Analysis,1.5923
2550,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Medical Claims and Benefits Analyst,"IQVIA SOLUTIONS OPERATIONS CENTER PHILIPPINES, INC.",Modelling/Analysis,1.6597
2551,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Contract Management Specialist,"IQVIA SOLUTIONS OPERATIONS CENTER PHILIPPINES, INC.",Modelling/Analysis,0.3812
2552,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Urgent Hiring: Senior Data Analytics | Python and R Programming (EH 1917),Accenture,Modelling/Analysis,1.7334
2553,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Operations Analytics,Company Confidential,Data Storytelling,4.48
2554,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Operations Analytics,Company Confidential,Data Storytelling,3.7495
2555,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst,"HealthNow, Inc.",Modelling/Analysis,1.7095
2556,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Manual Tester,Nityo Infotech Services Philippines Inc.,Modelling/Analysis,0.8432
2557,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Business Intelligence Analyst,RingCentral,Modelling/Analysis,0.4517
2558,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Research and Development Coordinator URGENT!,Alliance in Motion Global Incorporated,Modelling/Analysis,0.4517
